id,created_at,retweeted,retweet_count,favorited,in_reply_to_status_id,text
1286240107507396609,2020-07-23 10:01:53,False,10,False,,"RT @Transport_EU: Follow the rules &amp; travel safely: For #rail, we just issued detailed practical guidance for safe journeys &amp; #coronavirus…"
1286239708041936898,2020-07-23 10:00:18,False,21,False,,"RT @SKyriakidesEU: Over the coming months, we will need to be vigilant about a resurgence of #COVID19. 

We cannot afford to delay crucial…"
1286227261138640896,2020-07-23 09:10:50,False,5,False,,"RT @EU_ScienceHub: Our recent estimates on EU's cancer burden reveal that

🎗️higher incidence rates are expected to be in Nordic countries…"
1286207101476405250,2020-07-23 07:50:44,False,137,False,,"RT @EU_Commission: Nobody should take our European Union for granted.
It is our common responsibility to deliver.
President @vonderleyen is…"
1285973006528008192,2020-07-22 16:20:31,False,9,False,,"#Webinar: Mapping national health workforce planning and policies:  where do we go from here?

24 July 2020, 14h30-… https://t.co/R6kE0Mo4gx"
1285940730058493954,2020-07-22 14:12:16,False,10,False,,"RT @OBShealth: Day 3 of @OBSsummerschool!

Starting shortly: 'European Reference Networks, high specialised treatment, knowledge and resour…"
1285933760513540097,2020-07-22 13:44:34,False,22,False,,"RT @ECDC_EU: Today's #COVID19 update (22.07.2020)

Global:
▪ 14 890 516 cases
▪ 616 317 deaths

EU/EEA/UK:
▪ 1 640 326 cases
▪ 180 887 deat…"
1285893827090436097,2020-07-22 11:05:53,False,14,False,,"RT @ECDC_EU: As #railway services resume, it is crucial that passengers and staff reduce the risk of #COVID19 transmission by adhering to:…"
1285888785507586048,2020-07-22 10:45:51,False,54,False,,"RT @GHS: ""@WHO supports the use of masks as one of the tools that can be put in place. However, it is not a substitute for other public hea…"
1285883342064365569,2020-07-22 10:24:13,False,45,False,,"RT @EU_Commission: We need efficient treatments and vaccines to eliminate the danger of the #coronavirus.
That is why we support @CEPIvacci…"
1285640249960521731,2020-07-21 18:18:16,False,19,False,,"RT @ECDC_EU: Today's #COVID19 update (21.07.2020)

Global:
▪ 14 684 741 cases
▪ 610 110 deaths

EU/EEA/UK:
▪ 1 634 446 cases
▪ 180 702 deat…"
1285640148944912390,2020-07-21 18:17:52,False,71,False,,"RT @EU_Commission: We have set out short-term measures to strengthen EU health preparedness for any future #coronavirus outbreaks.

Vigilan…"
1285552438829867010,2020-07-21 12:29:20,False,10,False,,RT @ECDC_EU: The #COVID19 railway protocol is a source of best practice to reduce the risk and build trust among #passengers and staff on a…
1285477826557284356,2020-07-21 07:32:51,False,1131,False,,RT @vonderleyen: Today is a big step forward towards recovery. #EUCO https://t.co/jIDVDlqbbj
1285227234652037121,2020-07-20 14:57:05,False,95,False,,"RT @WHO: ""Contact tracing is essential for every country, in every situation. It can prevent individual cases from becoming clusters, and c…"
1285226272336097283,2020-07-20 14:53:16,False,42,False,,"RT @en_germany: During a speech at the European Parliament, the German Chancellor Angela Merkel found clear words for the fight against the…"
1285220532389117952,2020-07-20 14:30:27,False,7,False,,RT @OBSsummerschool: 📢We are NOW LIVESTREAMING the first session of our 2020 Observatory Summer School on The Hospital of the Future (4-5.3…
1285220499782598656,2020-07-20 14:30:20,False,13,False,,"RT @ECDC_EU: Today's #COVID19 update (20.07.2020)

Global:
▪ 14 476 729 cases
▪ 605 979 deaths

EU/EEA/UK:
▪ 1 623 533 cases in:
▪ 180 586…"
1285178725118758912,2020-07-20 11:44:20,False,0,False,1285176130794860545,@VaccineSafetyN 👍And you can find out more about the influenza vaccine on the European Vaccination Information Port… https://t.co/mft2qYLSC4
1285153023568773120,2020-07-20 10:02:12,False,0,False,1285149051437056000,"@RainerWinkler @ECDC_EU What would you like to know?

Face coverings can help protect others when it is not possibl… https://t.co/HBQZW69J33"
1285127464163905536,2020-07-20 08:20:38,False,32,False,,"We've come a long way from the height of the #coronavirus pandemic 🦠

Our sacrifices are bearing fruit, but we need… https://t.co/iMvdTXUb8s"
1284849531134382081,2020-07-19 13:56:14,False,24,False,,"RT @ECDC_EU: Today's #COVID19 update (19.07.2020)

Global:
▪ 14 267 093 cases
▪ 601 934 deaths

EU/EEA/UK:
▪ 1 620 084 cases
▪ 180 524 deat…"
1284537278405193730,2020-07-18 17:15:27,False,31,False,,"RT @ECDC_EU: Today's #COVID19 update (18.07.2020)

Global:
▪ 14 044 869 cases
▪ 597 148 deaths

EU/EEA/UK:
▪ 1 616 161 cases
▪ 180 435 deat…"
1284179723531280384,2020-07-17 17:34:39,False,87,False,,"RT @UN: There are over 100 #COVID19 vaccines in development — yet, a growing number of networks seek to undermine trust in vaccinations.

@…"
1284149091816148992,2020-07-17 15:32:56,False,21,False,,"RT @UEFrance: Si la santé n'est pas une compétence directe de l'Union européenne, des mesures cruciales ont néanmoins été prises au niveau…"
1284134371218292736,2020-07-17 14:34:26,False,21,False,,RT @WHO_Europe: We can all help to stop the spread of #COVID19. Follow the tips 👇 https://t.co/Vq3lfAkf8Q
1284083699198418944,2020-07-17 11:13:05,False,21,False,,"RT @ECDC_EU: Today's #COVID19 update (17.07.2020)

Global:
▪ 13 788 300 cases
▪ 589 688 deaths

EU/EEA/UK:
▪ 1 609 235 cases
▪ 180 218 deat…"
1284083517182423041,2020-07-17 11:12:22,False,1,False,,"We're working on an EU pharmaceutical strategy for safe &amp; affordability medicine &amp; want to hear from you

🔎Read mor… https://t.co/yongfjGdUi"
1284076315189051393,2020-07-17 10:43:45,False,9,False,,An effective &amp; safe vaccine(s) against #coronavirus is still our best shot at a lasting solution to the current pan… https://t.co/7aue7AjMXD
1284057806946144257,2020-07-17 09:30:12,False,9,False,,"RT @SKyriakidesEU: Thank you @medicinesforEU for the positive discussion on the #EUPharmaStrategy. 

▶️ I look forward to continuing the go…"
1284050301293596672,2020-07-17 09:00:22,False,5,False,,RT @CPME_EUROPA: #Immunisation through #vaccination is the best protection we have against serious diseases. Vaccine development &amp; administ…
