id,created_at,retweeted,retweet_count,favorited,in_reply_to_status_id,text
1286232083937939456,2020-07-23 09:30:00,False,2,False,,How does the potential risk of spreading #COVID19 during immunisation campaigns compare to the risk of shutting dow… https://t.co/vBTM8PSTo0
1286216983306833921,2020-07-23 08:30:00,False,6,False,,New risk-benefit analysis conducted by @LancetGH reveals that every additional #COVID19 death prevented by suspendi… https://t.co/nH4RtUgKOe
1286214732169523200,2020-07-23 08:21:03,False,16,False,,"RT @JaneRuth_Aceng: Honoured to join the Prime Minister, Rt. Hon. @RuhakanaR this morning as he flagged off 35 cars procured by partners wi…"
1286214160624361474,2020-07-23 08:18:47,False,4,False,,"RT @WHOEMRO: Polio personnel are fighting #COVID19 in #Somalia on top of urgent work to close #polio outbreaks.
 
Further challenges lie ah…"
1286201883778932738,2020-07-23 07:30:00,False,6,False,,How are drones being used in the fight against #COVID19? Watch how @Zipline and the @UPS_Foundation are supporting… https://t.co/R8EPwLkg6G
1286005591513501697,2020-07-22 18:30:00,False,10,False,,"In Côte d'Ivoire, a simple app is helping to ensure more children can access life-saving vaccines by supporting and… https://t.co/RptW2vBIl8"
1285990492811874304,2020-07-22 17:30:00,False,5,False,,"“By collaborating with global health agencies through COVAX, governments can ensure that everyone has equal access… https://t.co/fpvH82jPnc"
1285975392004780032,2020-07-22 16:30:00,False,2,False,,We are proud to be part of the Global Polio Eradication Initiative (GPEI) to support global efforts to #EndPolio an… https://t.co/6U164cZ2mU
1285963678257471490,2020-07-22 15:43:27,False,4,False,,Vaccines are often a victim of their own success. They are so effective that it’s easy to forget how deadly disease… https://t.co/5zhzhjgycF
1285963576998604800,2020-07-22 15:43:03,False,1,False,,Thank you to all the health workers in Ghana and around the world who are going the extra mile to protect children… https://t.co/yKn5fgKIUt
1285960540091822080,2020-07-22 15:30:59,False,7,False,,"RT @unfoundation: To #RecoverBetter from #COVID19, global partnerships will be essential for equitable, accelerated development of tests, t…"
1285955797789421570,2020-07-22 15:12:08,False,5,False,,"RT @tianwei: Seth Berkeley @GaviSeth, CEO of GAVI, suggests ""making productions of vaccines early &amp; peer review of vaccine research"" are cr…"
1285880216120971264,2020-07-22 10:11:48,False,7,False,,RT @CoalitionCGCH: Join us for a webinar on 'Childhood Vaccinations in Low- and Middle-Income Countries During and After the COVID-19 Pande…
1285653595338219523,2020-07-21 19:11:18,False,11,False,,"RT @UNICEFGhana: As we protect our children from #COVID19, let's not forget to protect them from other preventable diseases. 
Well done to…"
1285653558931726337,2020-07-21 19:11:09,False,16,False,,"RT @UPS: We know #VaccinesWork so we teamed up with @Gavi, the Vaccine Alliance and @UPS_Foundation resulting in regularly scheduled vaccin…"
1285620553764581377,2020-07-21 17:00:00,False,2,False,,How long will the pandemic last? And how reliable are the mathematical models that are being used to predict future… https://t.co/uMc28ckP5m
1285605458066264066,2020-07-21 16:00:01,False,4,False,,Surveys using antibody tests suggest that fewer people may have already been infected with SARS-CoV-2 than was prev… https://t.co/brK13QRjrV
1285590360320868352,2020-07-21 15:00:01,False,6,False,,"""Routine immunisation programmes are facing enormous disruption across the globe due to #COVID19” - Gavi’s Dr Tewod… https://t.co/WyUfcBmMXX"
1285576401760985095,2020-07-21 14:04:33,False,2,False,,"“Getting billions of doses of #COVID19 vaccines to the entire world efficiently is a complex task."" From manufactur… https://t.co/8hBMprmAPv"
1285575257202491392,2020-07-21 14:00:00,False,3,False,,More than 200 scientists from around the world have written to the @WHO urging it to consider the evidence that COV… https://t.co/4ZdPYjkVq6
1285563560307941376,2020-07-21 13:13:32,False,3,False,,We are proud to be part of the global fight to #TakeOnTyphoid and protect children through immunisation.… https://t.co/GkZbzhdM03
1285563411905105922,2020-07-21 13:12:56,False,3,False,,"Even before #COVID19, vaccine coverage had stalled at 85% for nearly a decade, leaving nearly 14 million infants un… https://t.co/I0jR4vUbX4"
1285562736609505281,2020-07-21 13:10:15,False,8,False,,Why is the BCG vaccine causing such a stir amid the #COVID19 pandemic? Read our analysis of the research that sugge… https://t.co/gnPdyym6OQ
1285518528691372033,2020-07-21 10:14:35,False,6,False,,This analysis presents a stark reminder of how urgent it is to sustain and rebuild immunisation services while adhe… https://t.co/50uWLolk1O
1285509105742942208,2020-07-21 09:37:09,False,103,False,,RT @UNICEF: How do you safely deliver vaccines during the COVID-19 pandemic? These health workers are doing whatever it takes to keep child…
1285508977560891393,2020-07-21 09:36:38,False,2,False,,"RT @GaviSeth: As @Gavi supports countries as they resume immunization services, mitigating the risk of #COVID19 remains an urgent priority.…"
1285508841715703808,2020-07-21 09:36:06,False,9,False,,"RT @WHOTimorLeste: If we stop #vaccination, diseases that have become uncommon will return. #Vaccines are a great tool that can eliminate d…"
1285507817009483776,2020-07-21 09:32:01,False,105,False,,"RT @UNICEF: Drop by drop, polio vaccines are helping children in Mauritania to grow up healthy. But across West and Central Africa, just 66…"
1285485916467761152,2020-07-21 08:05:00,False,5,False,,The Ebola and meningitis vaccines are two of the most exciting developments in global public health in recent histo… https://t.co/w2poWkg36g
1285477108714631168,2020-07-21 07:30:00,False,8,False,,More than 200 scientists argue that there is enough evidence to suggest that #COVID19 could be airborne. @WHO doesn… https://t.co/zW7jxmgkot
1285295914127699968,2020-07-20 19:30:00,False,9,False,,Surveys using antibody tests suggest that fewer people may have already been infected with SARS-CoV-2 than was prev… https://t.co/O4YMWFU7oQ
1285280814784184320,2020-07-20 18:30:00,False,12,False,,"“#COVAX will establish a new benchmark for rapid, safe, and efficacious vaccine development and delivery” - read… https://t.co/gihSCf7kCv"
1285271619657703434,2020-07-20 17:53:27,False,2,False,,RT @GaviSeth: Emboldened to see #COVAX and @Gavi’s work with @WHO and @CEPIvaccines recognized to “secure vaccine availability” by the worl…
1285265715071602688,2020-07-20 17:30:00,False,1,False,,"""Routine immunisation programmes are facing enormous disruption across the globe due to #COVID19” - Gavi’s Dr Tewod… https://t.co/DliCy7jTaq"
1285250615883571200,2020-07-20 16:30:00,False,4,False,,"“Gavi is an essential pillar of the global health system” - thank you Ambassadors @EuMordue, @AlineMenager and… https://t.co/WCXbqUreNL"
1285235516137504768,2020-07-20 15:30:00,False,1,False,,#ICYMI more than 60% of the world’s population have offered a “tremendous vote of confidence” in the #COVID19 vacci… https://t.co/ThcWHkiET5
1285220017601159170,2020-07-20 14:28:25,False,7,False,,"“We particularly recognise the @WHO’s role as the leading global health agency, but also ongoing efforts by Gavi an… https://t.co/xCd0rdh9PV"
1285217591095681026,2020-07-20 14:18:46,False,5,False,,Developing a vaccine against #COVID19 is the most pressing challenge of our time - and nobody wins the race until e… https://t.co/ukei4rodLi
1285186251969245190,2020-07-20 12:14:14,False,186,False,,"RT @UN: Global vaccination rates have dropped for the first time in 28 years due to delivery disruptions caused by #COVID19.

@UNICEF &amp; @WH…"
1285186118531584000,2020-07-20 12:13:42,False,169,False,,RT @UNICEF: More than 60 countries have reported disruptions to children's immunizations during #COVID19. Decades of progress - and childre…
1285149168080650240,2020-07-20 09:46:53,False,35,False,,RT @michelzaffran: #polio campaigns are being resumed in Pakistan taking all precautionary measures against #COVID19. #Endpolio ⁦@PakFights…
1285125041441640448,2020-07-20 08:11:01,False,187,False,,"RT @UNICEF: That's one too many.

Now, #COVID19 is disrupting vaccinations and putting even more children at risk of measles, diphtheria an…"
1285112325645705217,2020-07-20 07:20:29,False,15,False,,"RT @CEPIvaccines: With the world economy losing more than $10 billion each day, global collaboration – where risks and benefits are shared…"
1285112072934772737,2020-07-20 07:19:29,False,7,False,,"RT @ProSyn: With the world economy losing more than $10 billion each day, shortening the #CovidCrisis by even a few days would more than of…"
1285109186112761857,2020-07-20 07:08:00,False,22,False,,RT @GaviSeth: Excellent article in @ForeignPolicy on how the hunt for #COVID19 vaccines might transform the development of vaccines for oth…
1284943089333760000,2020-07-19 20:08:00,False,8,False,,"With so many #COVID19 candidate vaccines in development, and with most of them likely to fail, what’s the best way… https://t.co/Yr548jBE1y"
1284882691360350211,2020-07-19 16:08:00,False,9,False,,Even mild symptoms from #COVID19 can last for weeks or disappear only to rebound with renewed intensity. So what lo… https://t.co/WIdIAGQjo1
1284822293311401984,2020-07-19 12:08:00,False,5,False,,"Another wave of #COVID19 cases will depend on whether countries have the surveillance, testing and contact tracing… https://t.co/Zo2cuRaCgK"
1284761643772076033,2020-07-19 08:07:00,False,7,False,,"#ClimateChange is radically changing where people live, with climate shock events resulting in significant human di… https://t.co/OLZZZk0o3G"
1284700994077552641,2020-07-19 04:06:00,False,14,False,,The world urgently needs a vaccine against #COVID19 to minimise the devastating impacts of the virus. Gavi is commi… https://t.co/sRPLHGuHB6
1284625496530010112,2020-07-18 23:06:00,False,3,False,,"How are refugee camps in Cox’s Bazar tackling #COVID19? Hand-washing stations, temperature checkpoints and radio me… https://t.co/w1PMielzKd"
1284564847317913602,2020-07-18 19:05:00,False,4,False,,"Community health worker Annet Kirabo uses @Living_Goods’ Smart Health App, developed with @Medic Mobile and backed… https://t.co/mjkH9qlzXd"
1284504449537290241,2020-07-18 15:05:00,False,3,False,,"According to researchers in @TheLancet, “the average number of daily immunisation visits fell by 52.8% compared wit… https://t.co/oaL2WP7ppl"
1284443799670763526,2020-07-18 11:04:00,False,7,False,,How reliable are the mathematical models that are being used to predict future waves of #COVID19? We spoke with… https://t.co/RhMmVBnL6j
1284383401722515456,2020-07-18 07:04:00,False,10,False,,“We need global commitments for vaccine multilateralism” – @GaviSeth on why it is so important for countries to joi… https://t.co/mzOlYQohcn
1284322752061509633,2020-07-18 03:03:00,False,24,False,,"How is Gavi working with @CEPIvaccines and @WHO to accelerate the development and manufacture of #COVID19 vaccines,… https://t.co/6wGbKNd8fb"
1284262102396399616,2020-07-17 23:02:00,False,17,False,,Why is the #COVAX Facility a win-win solution and how will it ensure that more doses of a successful #COVID19 vacci… https://t.co/eDqn7EwVxc
1284201704368611330,2020-07-17 19:02:00,False,13,False,,Seventy-five countries have submitted expressions of interest to protect their populations and those of other natio… https://t.co/BIedEbfeLx
1284151232249167872,2020-07-17 15:41:26,False,11,False,,"RT @USAIDGH: Since 2001, the U.S. Government through @USAID has contributed $2 billion to @gavi. This partnership has supported the immuniz…"
1284149532360679427,2020-07-17 15:34:41,False,8,False,,"“Vaccines remain the safest, most cost-effective protection against disease and will provide a powerful tool to add… https://t.co/AVbjAgVDyL"
1284145026382082048,2020-07-17 15:16:47,False,0,False,,Let’s look to a future where all children are protected against vaccine-preventable disease. #VaccinesWork https://t.co/ESoYzC0qni
1284143742488911872,2020-07-17 15:11:41,False,7,False,,“The experience of developing a rapid vaccine for the coronavirus could improve the global system for the creation… https://t.co/PGCZpS35qd
1284143567385108483,2020-07-17 15:10:59,False,2,False,,An ounce of prevention is worth a pound of cure. #VaccinesWork https://t.co/EtJNaNxllt
1284142602120581120,2020-07-17 15:07:09,False,6,False,,"Some scientists are arguing that there is enough evidence that #COVID19 is airborne, so we should take preventive m… https://t.co/zligzmjoMG"
1284142359849172993,2020-07-17 15:06:11,False,5,False,,Yes – making sure that #VaccinesWork for every child around the world is key to #EndPolio and to keep other infecti… https://t.co/0tj9Eqqyss
1284082612290674688,2020-07-17 11:08:46,False,10,False,,"RT @SGPMissionGva: #Singapore is proud to be among the 75 countries supporting #COVAX Facility. As co-chair of the Friends of the Facility,…"
1284082420216672258,2020-07-17 11:08:00,False,18,False,,RT @MSuzman: Important call from world leaders for equitable to a Covid-19 vaccine - this is a global crisis that can only be solved with a…
1283832697740242946,2020-07-16 18:35:42,False,12,False,,Governments must act now to lay the groundwork for the large-scale production and deployment of a #COVID19 vaccine.… https://t.co/lVHNSPRy5m
1283831933974335488,2020-07-16 18:32:40,False,18,False,,RT @WHOAFRO: The #COVID19 pandemic has caused decline in the number of children receiving life-saving vaccines around the world. This threa…
1283831853091364866,2020-07-16 18:32:20,False,9,False,,"RT @UNICEFmedia: “At least 30 measles vaccination campaigns have been or are at risk of being cancelled, threatening new outbreaks of the c…"
1283830862174466048,2020-07-16 18:28:24,False,2,False,1283830842738049025,"We join our Alliance partners in urging countries to continue essential immunisation campaigns, thus protecting com… https://t.co/CBnwjUvaES"
1283830842738049025,2020-07-16 18:28:19,False,0,False,1283830840888381448,“We must prevent a further deterioration in vaccine coverage and urgently resume vaccination programs before childr… https://t.co/glWChSVKIB
1283830840888381448,2020-07-16 18:28:19,False,0,False,1283830837734182912,"“Vaccines are one of the most powerful tools in the history of public health, and more children are now being immun… https://t.co/9TXWeKi3n9"
1283830837734182912,2020-07-16 18:28:18,False,11,False,,.@WHO and @UNICEF warn of an “alarming decline in the number of children receiving life-saving vaccines around the… https://t.co/7vQyCFcfUX
1283789089192411137,2020-07-16 15:42:25,False,26,False,,RT @MohamedFall: Today @WHO &amp; @UNICEF warned of an alarming decline in numbers of #children receiving life-saving #vaccines due to #COVID19…
1283753841826172931,2020-07-16 13:22:21,False,10,False,,"RT @UNICEFMaldives: In the 1980s, the world proved that profound change is possible.

In the last decade, progress stalled.

Now, #COVID19…"
